Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out,T_output,RH_output,T_min_thld,T_max_thld,RH_min_thld,RH_max_thld
0.00,32.42,33.48,36.00,20.00,AUTO,0,0,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.83,32.41,33.48,36.00,20.00,AUTO,0,100,NaN,161.10,0.00,0.00,211.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.83,32.41,33.44,36.00,20.00,AUTO,0,100,NaN,161.10,0.00,0.00,211.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.83,32.42,33.44,36.00,20.00,AUTO,0,100,NaN,161.10,0.00,0.00,211.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.84,32.43,33.44,36.00,20.00,AUTO,0,100,NaN,161.10,0.00,0.00,211.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.84,32.44,33.44,36.00,20.00,AUTO,0,100,NaN,161.10,0.00,0.00,211.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.84,32.45,33.44,36.00,20.00,AUTO,0,100,NaN,161.10,0.00,0.00,211.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.84,32.46,33.44,36.00,20.00,AUTO,0,100,NaN,161.10,0.00,0.00,211.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.84,32.47,33.41,36.00,20.00,AUTO,0,100,NaN,161.10,0.00,0.00,211.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.84,32.48,33.41,36.00,20.00,AUTO,0,100,NaN,161.10,0.00,0.00,211.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
