Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out,T_output,RH_output,T_min_thld,T_max_thld,RH_min_thld,RH_max_thld
0.00,32.26,33.67,36.00,20.00,AUTO,0,0,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.84,32.25,33.65,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.84,32.24,33.67,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.84,32.25,33.65,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.84,32.26,33.67,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.84,32.26,33.67,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.85,32.27,33.67,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.84,32.28,33.67,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.85,32.28,33.67,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.85,32.30,33.67,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.85,32.31,33.67,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.85,32.31,33.63,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.85,32.33,33.59,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.86,32.37,33.59,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.86,32.39,33.54,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.86,32.40,33.57,36.00,20.00,AUTO,0,100,NaN,187.00,0.00,0.00,187.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.86,32.42,33.52,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.86,32.43,33.48,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.86,32.45,33.48,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.87,32.49,33.44,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.87,32.50,33.41,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.87,32.53,33.36,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.87,32.55,33.36,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.87,32.58,33.28,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.88,32.59,33.30,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.87,32.61,33.26,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.87,32.64,33.26,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.88,32.67,33.22,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.88,32.69,33.18,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.88,32.71,33.14,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.88,32.75,33.12,36.00,20.00,AUTO,0,100,NaN,180.25,0.00,-6.89,173.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.88,32.77,33.08,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.89,32.78,33.04,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.89,32.82,33.00,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.89,32.84,32.96,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.89,32.87,32.92,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.89,32.90,32.88,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.89,32.93,32.89,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.90,32.97,32.86,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.89,32.99,32.77,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.90,33.03,32.77,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.90,33.04,32.70,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.90,33.07,32.65,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.90,33.13,32.63,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.90,33.16,32.55,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.91,33.18,32.51,36.00,20.00,AUTO,0,100,NaN,163.50,0.00,-22.25,141.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.91,33.22,32.47,36.00,20.00,AUTO,0,100,NaN,141.50,0.00,-28.51,112.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.91,33.25,32.43,36.00,20.00,AUTO,0,100,NaN,141.50,0.00,-28.51,112.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.91,33.27,32.41,36.00,20.00,AUTO,0,100,NaN,141.50,0.00,-28.51,112.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.91,33.31,32.37,36.00,20.00,AUTO,0,100,NaN,141.50,0.00,-28.51,112.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.91,33.35,32.32,36.00,20.00,AUTO,0,100,NaN,141.50,0.00,-28.51,112.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.92,33.40,32.28,36.00,20.00,AUTO,0,100,NaN,141.50,0.00,-28.51,112.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.92,33.41,32.21,36.00,20.00,AUTO,0,100,NaN,141.50,0.00,-28.51,112.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.92,33.44,32.14,36.00,20.00,AUTO,0,100,NaN,141.50,0.00,-28.51,112.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53.92,33.48,32.10,36.00,20.00,AUTO,0,100,NaN,141.50,0.00,-28.51,112.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
