Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out
0.00,28.93,40.14,36.00,20.00,AUTO,10,100,0,353.32,0.00,1.18,368.63,0.00,0.00,0.00,0.00
0.84,28.91,40.14,36.00,20.00,AUTO,18,100,0,354.40,0.00,2.02,370.59,0.00,0.00,0.00,0.00
1.84,28.91,40.14,36.00,20.00,AUTO,18,100,0,354.40,0.00,2.53,371.10,0.00,0.00,0.00,0.00
2.85,28.92,40.14,36.00,20.00,AUTO,18,100,0,353.86,0.00,2.70,370.71,0.00,0.00,0.00,0.00
3.85,28.92,40.18,36.00,20.00,AUTO,18,100,0,353.86,0.00,2.53,370.54,0.00,0.00,0.00,0.00
4.85,28.92,40.18,36.00,20.00,AUTO,18,100,0,353.86,0.00,2.02,370.04,0.00,0.00,0.00,0.00
5.85,28.93,40.18,36.00,20.00,AUTO,18,100,0,353.32,0.00,1.18,368.63,0.00,0.00,0.00,0.00
6.85,28.94,40.21,36.00,20.00,AUTO,18,100,0,352.79,0.00,-0.01,366.89,0.00,0.00,0.00,0.00
7.85,28.94,40.18,36.00,20.00,AUTO,18,100,0,352.79,0.00,-0.01,366.89,0.00,0.00,0.00,0.00
8.85,28.95,40.18,36.00,20.00,AUTO,18,100,0,352.25,0.00,-0.01,366.33,0.00,0.00,0.00,0.00
9.86,28.97,40.18,36.00,20.00,AUTO,18,100,0,351.71,0.00,-0.01,365.77,0.00,0.00,0.00,0.00
10.86,28.99,40.18,36.00,20.00,AUTO,18,100,0,350.64,0.00,-0.02,364.65,0.00,0.00,0.00,0.00
11.86,29.00,40.18,36.00,20.00,AUTO,18,100,0,350.11,0.00,-0.02,364.09,0.00,0.00,0.00,0.00
12.86,29.03,40.17,36.00,20.00,AUTO,18,100,0,348.50,0.00,-0.03,362.41,0.00,0.00,0.00,0.00
13.86,29.04,40.17,36.00,20.00,AUTO,18,100,0,347.96,0.00,-0.03,361.85,0.00,0.00,0.00,0.00
14.87,29.06,40.13,36.00,20.00,AUTO,18,100,0,346.89,0.00,-0.03,360.73,0.00,0.00,0.00,0.00
15.87,29.08,40.07,36.00,20.00,AUTO,18,100,0,345.82,0.00,-0.04,359.61,0.00,0.00,0.00,0.00
16.87,29.09,40.07,36.00,20.00,AUTO,18,100,0,345.28,0.00,-0.04,359.05,0.00,0.00,0.00,0.00
17.87,29.14,40.03,36.00,20.00,AUTO,18,100,0,343.13,0.00,-0.04,356.82,0.00,0.00,0.00,0.00
18.87,29.17,40.02,36.00,20.00,AUTO,18,100,0,341.53,0.00,-0.05,355.14,0.00,0.00,0.00,0.00
19.87,29.19,39.99,36.00,20.00,AUTO,18,100,0,340.45,0.00,-0.05,354.02,0.00,0.00,0.00,0.00
