Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out
0.00,35.41,34.88,36.00,20.00,AUTO,10,64,0,58.85,5.89,0.00,64.74,0.00,0.00,0.00,0.00
0.84,35.39,34.88,36.00,20.00,AUTO,16,72,0,60.99,11.98,0.00,72.98,0.00,0.00,0.00,0.00
1.84,35.38,34.88,36.00,20.00,AUTO,16,80,0,62.07,18.19,0.00,80.26,0.00,0.00,0.00,0.00
2.85,35.37,34.88,36.00,20.00,AUTO,16,87,0,63.14,24.51,0.00,87.65,0.00,0.00,0.00,0.00
3.85,35.37,34.88,36.00,20.00,AUTO,16,93,0,63.14,30.82,0.00,93.96,0.00,0.00,0.00,0.00
4.85,35.36,34.92,36.00,20.00,AUTO,16,100,0,64.21,37.24,0.00,101.45,0.00,0.00,0.00,0.00
5.85,35.35,34.92,36.00,20.00,AUTO,16,100,0,65.28,43.77,0.00,109.05,0.00,0.00,0.00,0.00
6.85,35.35,34.92,36.00,20.00,AUTO,16,100,0,65.28,50.30,0.00,115.58,0.00,0.00,0.00,0.00
7.85,35.34,34.92,36.00,20.00,AUTO,16,100,0,66.36,56.93,0.00,123.29,0.00,0.00,0.00,0.00
8.85,35.34,34.95,36.00,20.00,AUTO,16,100,0,66.36,63.57,0.00,129.93,0.00,0.00,0.00,0.00
9.86,35.34,34.95,36.00,20.00,AUTO,16,100,0,66.36,70.20,0.00,136.56,0.00,0.00,0.00,0.00
10.86,35.34,34.95,36.00,20.00,AUTO,16,100,0,66.36,76.84,0.00,143.20,0.00,0.00,0.00,0.00
11.86,35.34,34.95,36.00,20.00,AUTO,16,100,0,66.36,83.48,0.00,149.83,0.00,0.00,0.00,0.00
12.86,35.34,34.95,36.00,20.00,AUTO,16,100,0,66.36,90.11,0.00,156.47,0.00,0.00,0.00,0.00
13.86,35.33,34.94,36.00,20.00,AUTO,16,100,0,67.43,96.85,0.00,164.29,0.00,0.00,0.00,0.00
14.87,35.33,34.99,36.00,20.00,AUTO,16,100,0,67.43,103.60,0.00,171.03,0.00,0.00,0.00,0.00
15.87,35.34,35.00,36.00,20.00,AUTO,16,100,0,66.36,110.23,0.00,176.59,0.00,0.00,0.00,0.00
16.87,35.34,35.00,36.00,20.00,AUTO,16,100,0,66.36,116.87,0.00,183.23,0.00,0.00,0.00,0.00
17.87,35.35,35.00,36.00,20.00,AUTO,16,100,0,65.28,123.40,0.00,188.68,0.00,0.00,0.00,0.00
18.87,35.35,35.00,36.00,20.00,AUTO,16,100,0,65.28,129.93,0.00,195.21,0.00,0.00,0.00,0.00
19.87,35.36,35.00,36.00,20.00,AUTO,16,100,0,64.21,136.35,0.00,200.56,0.00,0.00,0.00,0.00
20.88,35.36,35.00,36.00,20.00,AUTO,16,100,0,64.21,142.77,0.00,206.98,0.00,0.00,0.00,0.00
21.87,35.37,35.00,36.00,20.00,AUTO,16,100,0,63.14,149.08,0.00,212.22,0.00,0.00,0.00,0.00
22.88,35.37,34.95,36.00,20.00,AUTO,16,100,0,63.14,155.40,0.00,218.54,0.00,0.00,0.00,0.00
23.88,35.39,34.95,36.00,20.00,AUTO,16,100,0,60.99,161.50,0.00,222.49,0.00,0.00,0.00,0.00
24.88,35.39,34.95,36.00,20.00,AUTO,16,100,0,60.99,167.60,0.00,228.59,0.00,0.00,0.00,0.00
25.88,35.39,34.95,36.00,20.00,AUTO,16,100,0,60.99,173.70,0.00,234.69,0.00,0.00,0.00,0.00
26.88,35.40,34.95,36.00,20.00,AUTO,16,100,0,59.92,179.69,0.00,239.61,0.00,0.00,0.00,0.00
27.88,35.41,34.95,36.00,20.00,AUTO,16,100,0,58.85,185.57,0.00,244.42,0.00,0.00,0.00,0.00
28.89,35.41,34.92,36.00,20.00,AUTO,16,100,0,58.85,191.46,0.00,250.31,0.00,0.00,0.00,0.00
29.89,35.42,34.92,36.00,20.00,AUTO,16,100,0,57.78,197.24,0.00,255.01,0.00,0.00,0.00,0.00
30.89,35.43,34.92,36.00,20.00,AUTO,16,100,0,56.70,202.91,0.00,259.61,0.00,0.00,0.00,0.00
31.89,35.44,34.92,36.00,20.00,AUTO,16,100,0,55.63,208.47,0.00,264.10,0.00,0.00,0.00,0.00
32.89,35.47,34.92,36.00,20.00,AUTO,16,100,0,53.49,213.82,0.00,267.31,0.00,0.00,0.00,0.00
33.89,35.48,34.88,36.00,20.00,AUTO,16,100,0,52.41,219.06,0.00,271.47,0.00,0.00,0.00,0.00
34.90,35.49,34.88,36.00,20.00,AUTO,16,100,0,51.34,224.19,0.00,275.54,0.00,0.00,0.00,0.00
35.90,35.51,34.89,36.00,20.00,AUTO,16,100,0,49.20,229.11,0.00,278.31,0.00,0.00,0.00,0.00
36.90,35.52,34.86,36.00,20.00,AUTO,16,100,0,48.12,233.93,0.00,282.05,0.00,0.00,0.00,0.00
37.90,35.53,34.86,36.00,20.00,AUTO,16,100,0,47.05,238.63,0.00,285.68,0.00,0.00,0.00,0.00
38.90,35.54,34.82,36.00,20.00,AUTO,16,100,0,45.98,243.23,0.00,289.21,0.00,0.00,0.00,0.00
39.90,35.56,34.77,36.00,20.00,AUTO,16,100,0,43.83,247.61,0.00,291.45,0.00,0.00,0.00,0.00
40.90,35.57,34.77,36.00,20.00,AUTO,16,100,0,42.76,251.89,0.00,294.65,0.00,0.00,0.00,0.00
41.91,35.59,34.77,36.00,20.00,AUTO,16,100,0,40.62,255.95,0.00,296.57,0.00,0.00,0.00,0.00
42.91,35.60,34.77,36.00,20.00,AUTO,16,100,0,39.54,259.90,0.00,299.45,0.00,0.00,0.00,0.00
43.91,35.62,34.73,36.00,20.00,AUTO,16,100,0,38.47,263.75,0.00,302.22,0.00,0.00,0.00,0.00
44.91,35.63,34.73,36.00,20.00,AUTO,16,100,0,37.40,267.49,0.00,304.89,0.00,0.00,0.00,0.00
45.91,35.65,34.70,36.00,20.00,AUTO,16,100,0,35.25,271.02,0.00,306.27,0.00,0.00,0.00,0.00
46.92,35.67,34.70,36.00,20.00,AUTO,16,100,0,33.11,274.33,0.00,307.44,0.00,0.00,0.00,0.00
47.92,35.68,34.65,36.00,20.00,AUTO,16,100,0,32.04,277.53,0.00,309.57,0.00,0.00,0.00,0.00
48.92,35.69,34.67,36.00,20.00,AUTO,16,100,0,30.96,280.63,0.00,311.59,0.00,0.00,0.00,0.00
49.92,35.70,34.63,36.00,20.00,AUTO,16,100,0,29.89,283.62,0.00,313.51,0.00,0.00,0.00,0.00
50.92,35.71,34.63,36.00,20.00,AUTO,16,100,0,28.82,286.50,0.00,315.32,0.00,0.00,0.00,0.00
51.92,35.73,34.63,36.00,20.00,AUTO,16,100,0,26.67,289.17,0.00,315.84,0.00,0.00,0.00,0.00
52.93,35.74,34.59,36.00,20.00,AUTO,16,100,0,25.60,291.73,0.00,317.33,0.00,0.00,0.00,0.00
53.93,35.78,34.59,36.00,20.00,AUTO,16,100,0,22.38,293.97,0.00,316.35,0.00,0.00,0.00,0.00
54.93,35.79,34.55,36.00,20.00,AUTO,16,100,0,21.31,296.10,0.00,317.41,0.00,0.00,0.00,0.00
55.93,35.82,34.55,36.00,20.00,AUTO,16,100,0,18.09,297.91,0.00,316.00,0.00,0.00,0.00,0.00
56.93,35.84,34.51,36.00,20.00,AUTO,16,100,0,15.95,299.50,0.00,315.45,0.00,0.00,0.00,0.00
57.93,35.85,34.49,36.00,20.00,AUTO,16,100,0,14.88,300.99,0.00,315.87,0.00,0.00,0.00,0.00
58.93,35.87,34.49,36.00,20.00,AUTO,16,100,0,12.73,302.26,0.00,314.99,0.00,0.00,0.00,0.00
59.93,35.88,34.41,36.00,20.00,AUTO,16,100,0,11.66,303.43,0.00,315.09,0.00,0.00,0.00,0.00
60.94,35.89,34.41,36.00,20.00,AUTO,16,100,0,10.59,304.49,0.00,315.07,0.00,0.00,0.00,0.00
61.94,35.92,34.37,36.00,20.00,AUTO,16,100,0,8.44,305.33,0.00,313.77,0.00,0.00,0.00,0.00
62.94,35.94,34.32,36.00,20.00,AUTO,16,100,0,6.30,305.96,0.00,312.26,0.00,0.00,0.00,0.00
63.94,35.96,34.32,36.00,20.00,AUTO,16,100,0,4.15,306.38,0.00,310.53,0.00,0.00,0.00,0.00
64.94,36.00,34.32,36.00,20.00,AUTO,16,100,0,-0.14,306.36,0.00,306.22,0.00,0.00,0.00,0.00
65.95,36.02,34.28,36.00,20.00,AUTO,16,100,0,-2.28,306.13,0.00,303.85,0.00,0.00,0.00,0.00
66.95,36.02,34.25,36.00,20.00,AUTO,16,100,0,-2.28,305.91,0.00,303.62,0.00,0.00,0.00,0.00
67.95,36.02,34.25,36.00,20.00,AUTO,16,100,0,-2.28,305.68,0.00,303.39,0.00,0.00,0.00,0.00
68.95,36.02,34.20,36.00,20.00,AUTO,16,100,0,-2.28,305.45,0.00,303.17,0.00,0.00,0.00,0.00
69.95,36.02,34.20,36.00,20.00,AUTO,16,100,0,-2.28,305.22,0.00,302.94,0.00,0.00,0.00,0.00
70.95,36.03,34.18,36.00,20.00,AUTO,16,100,0,-3.36,304.88,0.00,301.53,0.00,0.00,0.00,0.00
71.95,36.06,34.18,36.00,20.00,AUTO,16,100,0,-5.50,304.33,0.00,298.83,0.00,0.00,0.00,0.00
72.95,36.08,34.18,36.00,20.00,AUTO,16,100,0,-7.65,303.57,0.00,295.92,0.00,0.00,0.00,0.00
73.96,36.10,34.14,36.00,20.00,AUTO,16,100,0,-9.79,302.59,0.00,292.80,0.00,0.00,0.00,0.00
