Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out
0.00,27.59,38.88,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
0.83,27.58,38.88,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
1.83,27.57,38.88,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
2.84,27.58,38.88,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
3.84,27.57,38.88,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
4.84,27.57,38.91,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
5.84,27.57,38.91,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
6.84,27.57,38.94,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
7.85,27.57,38.94,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
8.85,27.57,38.98,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
9.85,27.57,38.98,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
10.85,27.57,38.98,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
11.85,27.57,38.98,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
12.85,27.57,38.98,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
13.85,27.57,38.98,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
14.85,27.57,38.98,36.00,20.00,AUTO,0,100,0,336.40,0.00,0.00,336.40,NaN,NaN,NaN,NaN
15.86,27.57,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
16.86,27.57,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
17.86,27.57,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
18.86,27.58,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
19.86,27.58,39.01,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
20.86,27.58,39.01,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
21.87,27.59,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
22.87,27.59,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
23.87,27.59,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
24.87,27.59,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
25.87,27.60,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
26.88,27.60,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
27.87,27.60,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
28.88,27.61,38.98,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
29.88,27.63,38.94,36.00,20.00,AUTO,0,100,0,337.20,0.00,0.62,337.82,NaN,NaN,NaN,NaN
30.88,27.63,38.94,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
31.88,27.64,38.94,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
32.88,27.65,38.97,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
33.88,27.66,38.94,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
34.89,27.67,38.94,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
35.89,27.67,38.94,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
36.89,27.68,38.90,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
37.89,27.68,38.90,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
38.89,27.69,38.90,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
39.90,27.70,38.90,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
40.90,27.71,38.87,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
41.90,27.72,38.87,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
42.90,27.73,38.83,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
43.90,27.74,38.83,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
44.90,27.75,38.83,36.00,20.00,AUTO,0,100,0,335.20,0.00,-1.29,333.91,NaN,NaN,NaN,NaN
45.90,27.76,38.80,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
46.91,27.79,38.80,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
47.91,27.81,38.77,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
48.91,27.82,38.78,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
49.91,27.82,38.75,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
50.91,27.82,38.75,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
51.91,27.83,38.72,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
52.92,27.84,38.69,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
53.92,27.86,38.69,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
54.92,27.89,38.65,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
55.92,27.90,38.65,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
56.92,27.93,38.62,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
57.92,27.95,38.59,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
58.92,27.97,38.56,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
59.92,27.98,38.54,36.00,20.00,AUTO,0,100,0,330.20,0.00,-4.01,326.19,NaN,NaN,NaN,NaN
60.93,27.99,38.51,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
61.93,28.01,38.51,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
62.93,28.03,38.47,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
63.93,28.05,38.44,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
64.93,28.08,38.40,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
65.93,28.10,38.33,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
66.94,28.12,38.33,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
67.94,28.13,38.30,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
68.94,28.15,38.29,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
69.94,28.17,38.26,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
70.94,28.20,38.22,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
71.95,28.24,38.19,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
72.95,28.26,38.16,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
73.95,28.29,38.12,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
74.95,28.30,38.09,36.00,20.00,AUTO,0,100,0,321.00,0.00,-7.01,313.99,NaN,NaN,NaN,NaN
75.95,28.33,38.06,36.00,20.00,AUTO,0,100,0,308.20,0.00,-10.39,297.81,NaN,NaN,NaN,NaN
76.96,28.37,38.04,36.00,20.00,AUTO,0,100,0,308.20,0.00,-10.39,297.81,NaN,NaN,NaN,NaN
77.95,28.39,37.98,36.00,20.00,AUTO,0,100,0,308.20,0.00,-10.39,297.81,NaN,NaN,NaN,NaN
78.96,28.42,37.95,36.00,20.00,AUTO,0,100,0,308.20,0.00,-10.39,297.81,NaN,NaN,NaN,NaN
79.96,28.44,37.91,36.00,20.00,AUTO,0,100,0,308.20,0.00,-10.39,297.81,NaN,NaN,NaN,NaN
