Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out,T_output,RH_output,T_min_thld,T_max_thld,RH_min_thld,RH_max_thld
0.00,31.08,35.83,36.00,20.00,AUTO,0,0,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.84,31.06,35.81,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.83,31.07,35.78,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.84,31.07,35.79,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.84,31.09,35.79,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.84,31.11,35.79,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.84,31.11,35.76,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.84,31.11,35.76,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.85,31.12,35.76,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.85,31.14,35.73,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.85,31.15,35.73,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.85,31.16,35.69,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.85,31.18,35.69,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.85,31.20,35.66,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.85,31.21,35.66,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.85,31.23,35.60,36.00,20.00,AUTO,0,100,NaN,246.00,0.00,0.00,246.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.86,31.24,35.61,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.86,31.25,35.58,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.86,31.27,35.58,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.86,31.28,35.54,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.86,31.30,35.51,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.87,31.33,35.51,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.87,31.35,35.51,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.87,31.37,35.48,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.87,31.40,35.44,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.87,31.42,35.43,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.87,31.44,35.40,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.88,31.46,35.40,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.88,31.49,35.36,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.88,31.52,35.33,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.88,31.54,35.29,36.00,20.00,AUTO,0,100,NaN,239.00,0.00,-4.00,235.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.88,31.56,35.26,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.88,31.59,35.24,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.88,31.61,35.21,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.88,31.64,35.18,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.89,31.68,35.15,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.89,31.71,35.11,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.89,31.73,35.08,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.89,31.75,35.04,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.89,31.79,35.03,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.90,31.81,34.99,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.90,31.83,34.96,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.90,31.86,34.96,36.00,20.00,AUTO,0,100,NaN,223.50,0.00,-9.89,213.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
