Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out,T_output,RH_output,T_min_thld,T_max_thld,RH_min_thld,RH_max_thld
0.00,32.30,33.51,36.00,20.00,AUTO,0,0,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.84,32.29,33.51,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.84,32.29,33.51,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.83,32.29,33.51,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.84,32.30,33.51,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.84,32.31,33.51,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.84,32.31,33.51,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.84,32.32,33.51,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.84,32.33,33.51,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.84,32.34,33.47,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.85,32.37,33.47,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.85,32.37,33.43,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.85,32.40,33.44,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.85,32.43,33.41,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.85,32.43,33.36,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.86,32.44,33.36,36.00,20.00,AUTO,0,100,NaN,203.50,0.00,0.00,203.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.86,32.45,33.32,36.00,20.00,AUTO,0,100,NaN,196.08,0.00,-8.45,187.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.86,32.47,33.32,36.00,20.00,AUTO,0,100,NaN,196.08,0.00,-8.45,187.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.86,32.49,33.28,36.00,20.00,AUTO,0,100,NaN,196.08,0.00,-8.45,187.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.86,32.52,33.28,36.00,20.00,AUTO,0,100,NaN,196.08,0.00,-8.45,187.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.87,32.54,33.24,36.00,20.00,AUTO,0,100,NaN,196.08,0.00,-8.45,187.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.86,32.56,33.24,36.00,20.00,AUTO,0,100,NaN,196.08,0.00,-8.45,187.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.87,32.59,33.22,36.00,20.00,AUTO,0,100,NaN,196.08,0.00,-8.45,187.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.87,32.60,33.18,36.00,20.00,AUTO,0,100,NaN,196.08,0.00,-8.45,187.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.87,32.62,33.14,36.00,20.00,AUTO,0,100,NaN,196.08,0.00,-8.45,187.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
