Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out,T_output,RH_output,T_min_thld,T_max_thld,RH_min_thld,RH_max_thld
0.00,32.84,32.35,36.00,20.00,AUTO,0,0,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.84,32.83,32.35,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.84,32.84,32.31,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.84,32.86,32.31,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.84,32.87,32.31,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.84,32.90,32.27,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.84,32.91,32.29,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.84,32.93,32.25,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.85,32.94,32.21,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.85,32.97,32.21,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.85,32.99,32.17,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.85,33.01,32.17,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.85,33.04,32.13,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.85,33.04,32.09,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.86,33.05,32.05,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.86,33.08,32.02,36.00,20.00,AUTO,0,100,NaN,189.60,0.00,0.00,189.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.86,33.12,32.02,36.00,20.00,AUTO,0,100,NaN,176.10,0.00,-20.91,155.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.86,33.15,32.02,36.00,20.00,AUTO,0,100,NaN,176.10,0.00,-20.91,155.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.86,33.17,31.99,36.00,20.00,AUTO,0,100,NaN,176.10,0.00,-20.91,155.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.86,33.19,31.94,36.00,20.00,AUTO,0,100,NaN,176.10,0.00,-20.91,155.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.86,33.22,31.90,36.00,20.00,AUTO,0,100,NaN,176.10,0.00,-20.91,155.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.86,33.25,31.86,36.00,20.00,AUTO,0,100,NaN,176.10,0.00,-20.91,155.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.87,33.28,31.84,36.00,20.00,AUTO,0,100,NaN,176.10,0.00,-20.91,155.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
