Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out,T_output,RH_output,T_min_thld,T_max_thld,RH_min_thld,RH_max_thld
0.00,33.04,32.05,36.00,20.00,AUTO,0,0,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.84,33.03,32.13,36.00,20.00,AUTO,0,100,NaN,355.20,0.00,0.00,355.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.83,32.99,32.17,36.00,20.00,AUTO,0,100,NaN,355.20,0.00,0.00,355.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.84,32.97,32.25,36.00,20.00,AUTO,0,100,NaN,355.20,0.00,0.00,355.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.84,32.89,32.31,36.00,20.00,AUTO,0,100,NaN,355.20,0.00,0.00,355.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.84,32.83,32.39,36.00,20.00,AUTO,0,100,NaN,355.20,0.00,0.00,355.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.85,32.78,32.44,36.00,20.00,AUTO,0,100,NaN,355.20,0.00,0.00,355.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.84,32.76,32.51,36.00,20.00,AUTO,0,100,NaN,355.20,0.00,0.00,355.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.85,32.75,32.60,36.00,20.00,AUTO,0,100,NaN,355.20,0.00,0.00,355.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.85,32.73,32.67,36.00,20.00,AUTO,0,100,NaN,355.20,0.00,0.00,355.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
