Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out,T_output,RH_output,T_min_thld,T_max_thld,RH_min_thld,RH_max_thld
0.00,31.85,34.46,36.00,20.00,AUTO,0,0,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.84,31.83,34.46,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.84,31.84,34.46,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.84,31.84,34.46,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.84,31.84,34.42,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.84,31.86,34.42,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.84,31.88,34.42,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.84,31.89,34.42,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.85,31.89,34.42,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.85,31.90,34.37,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.85,31.92,34.40,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.85,31.93,34.36,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.85,31.95,34.36,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.85,31.97,34.36,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.85,32.00,34.31,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.86,32.02,34.28,36.00,20.00,AUTO,0,100,NaN,228.25,0.00,0.00,228.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.86,32.03,34.24,36.00,20.00,AUTO,0,100,NaN,219.45,0.00,-9.44,210.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.86,32.05,34.21,36.00,20.00,AUTO,0,100,NaN,219.45,0.00,-9.44,210.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.86,32.09,34.18,36.00,20.00,AUTO,0,100,NaN,219.45,0.00,-9.44,210.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.86,32.13,34.13,36.00,20.00,AUTO,0,100,NaN,219.45,0.00,-9.44,210.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.86,32.15,34.09,36.00,20.00,AUTO,0,100,NaN,219.45,0.00,-9.44,210.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.86,32.17,34.05,36.00,20.00,AUTO,0,100,NaN,219.45,0.00,-9.44,210.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.87,32.18,34.05,36.00,20.00,AUTO,0,100,NaN,219.45,0.00,-9.44,210.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
