Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out
0.00,35.88,29.15,36.00,20.00,AUTO,5,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
1.00,35.89,29.15,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
2.00,35.89,29.15,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
3.01,35.89,29.15,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
4.00,35.88,29.15,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
5.01,35.87,29.19,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
6.01,35.86,29.19,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
7.01,35.86,29.23,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
8.01,35.85,29.23,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
9.01,35.84,29.22,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
10.02,35.83,29.26,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
11.02,35.83,29.26,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
12.02,35.82,29.29,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
13.02,35.81,29.29,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
14.02,35.78,29.34,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
15.02,35.78,29.34,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
16.03,35.78,29.34,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
17.03,35.77,29.34,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
18.03,35.75,29.34,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
19.03,35.74,29.38,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
20.03,35.73,29.38,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
21.04,35.72,29.38,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
22.03,35.70,29.42,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
23.04,35.69,29.42,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
24.04,35.69,29.42,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
25.04,35.68,29.40,36.00,20.00,AUTO,0,12,0,9.25,1.06,1.81,12.12,NaN,NaN,NaN,NaN
