Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out,T_output,RH_output,T_min_thld,T_max_thld,RH_min_thld,RH_max_thld
0.00,33.06,34.43,36.00,20.00,AUTO,0,0,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.81,33.03,34.43,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.81,33.03,34.43,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.81,33.03,34.43,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.81,33.02,34.47,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.81,33.02,34.43,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.82,33.01,34.38,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.81,33.01,34.34,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.82,33.01,34.34,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.82,33.01,34.31,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.82,33.01,34.27,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.82,33.01,34.27,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.82,33.01,34.22,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.83,33.01,34.22,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.83,33.02,34.18,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.83,33.03,34.18,36.00,20.00,AUTO,0,100,NaN,294.00,0.00,0.00,294.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.83,33.04,34.18,36.00,20.00,AUTO,0,100,NaN,297.50,0.00,0.00,297.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
