Time_Seconds,Temperature,Humidity,Setpoint_Temperature,Setpoint_Humidity,Ctrl,Error_Code,T_PWM,RH_PWM,T_PID_p,T_PID_i,T_PID_d,T_PID_out,RH_PID_p,RH_PID_i,RH_PID_d,RH_PID_out
0.00,31.09,33.91,36.00,20.00,AUTO,0,0,0,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN
0.84,31.05,33.97,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
1.83,31.02,34.01,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
2.84,31.01,34.05,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
3.84,30.97,34.09,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
4.84,30.94,34.13,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
5.84,30.92,34.21,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
6.84,30.91,34.25,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
7.85,30.90,34.29,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
8.85,30.89,34.33,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
9.85,30.87,34.35,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
10.85,30.87,34.40,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
11.85,30.87,34.44,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
12.85,30.87,34.44,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
13.86,30.87,34.47,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
14.85,30.87,34.47,36.00,20.00,AUTO,0,100,0,196.40,0.00,0.00,196.40,NaN,NaN,NaN,NaN
15.86,30.87,34.47,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
16.86,30.90,34.49,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
17.86,30.91,34.49,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
18.86,30.92,34.49,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
19.86,30.93,34.49,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
20.87,30.95,34.49,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
21.87,30.96,34.49,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
22.87,30.97,34.45,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
23.87,30.99,34.45,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
24.87,31.00,34.41,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
25.87,31.06,34.41,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
26.88,31.07,34.39,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
27.88,31.08,34.35,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
28.88,31.11,34.31,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
29.88,31.13,34.31,36.00,20.00,AUTO,0,100,0,205.20,0.00,7.44,212.64,NaN,NaN,NaN,NaN
30.88,31.15,34.27,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
31.88,31.19,34.23,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
32.88,31.21,34.19,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
33.88,31.24,34.21,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
34.89,31.27,34.17,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
35.89,31.30,34.13,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
36.89,31.35,34.05,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
37.89,31.38,34.01,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
38.89,31.41,33.95,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
39.90,31.43,33.91,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
40.90,31.46,33.86,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
41.90,31.50,33.83,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
42.90,31.53,33.79,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
43.90,31.57,33.75,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
44.91,31.59,33.73,36.00,20.00,AUTO,0,100,0,195.20,0.00,-7.18,188.02,NaN,NaN,NaN,NaN
45.90,31.63,33.68,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
46.91,31.66,33.64,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
47.91,31.70,33.57,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
48.91,31.73,33.52,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
49.91,31.76,33.48,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
50.91,31.80,33.46,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
51.91,31.83,33.42,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
52.92,31.85,33.38,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
53.92,31.90,33.34,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
54.92,31.94,33.28,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
55.92,31.95,33.24,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
56.92,31.99,33.20,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
57.92,32.02,33.12,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
58.93,32.07,33.04,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
59.93,32.11,33.05,36.00,20.00,AUTO,0,100,0,176.80,0.00,-14.77,162.03,NaN,NaN,NaN,NaN
60.93,32.14,32.97,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
61.93,32.18,32.93,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
62.93,32.22,32.85,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
63.93,32.25,32.81,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
64.93,32.28,32.75,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
65.94,32.31,32.71,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
66.94,32.34,32.67,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
67.94,32.38,32.63,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
68.94,32.40,32.59,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
69.94,32.44,32.57,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
70.94,32.47,32.48,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
71.95,32.50,32.44,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
72.95,32.54,32.41,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
73.95,32.57,32.37,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
74.95,32.61,32.35,36.00,20.00,AUTO,0,100,0,156.40,0.00,-16.68,139.72,NaN,NaN,NaN,NaN
75.95,32.66,32.30,36.00,20.00,AUTO,0,100,0,136.40,0.00,-16.95,119.45,NaN,NaN,NaN,NaN
76.96,32.68,32.22,36.00,20.00,AUTO,0,100,0,136.40,0.00,-16.95,119.45,NaN,NaN,NaN,NaN
77.95,32.71,32.19,36.00,20.00,AUTO,0,100,0,136.40,0.00,-16.95,119.45,NaN,NaN,NaN,NaN
78.96,32.74,32.14,36.00,20.00,AUTO,0,100,0,136.40,0.00,-16.95,119.45,NaN,NaN,NaN,NaN
