Tempo_s,Valore_Sensore
1.58779291666667,422
1.666926,412
1.765996375,403
1.864883375,395
2.19630358333333,387
2.24257445833333,380
2.27237204166667,373
2.302154875,367
2.365953,360
2.46590283333333,354
2.56478591666667,349
2.66492170833333,344
2.766032375,339
2.865060625,334
2.96491304166667,330
3.06532345833333,326
3.16556379166667,322
3.26592891666667,319
3.36619129166667,316
3.46528795833333,313
3.56564495833333,310
3.66608275,308
3.765104875,305
3.86537941666667,303
3.96581045833333,301
4.06615783333333,299
4.16630908333333,298
4.265383125,296
4.36548104166667,294
4.4658785,293
4.566531625,291
4.66572479166667,290
4.76606445833333,289
4.86623704166667,287
4.96659241666667,287
5.06562304166667,286
5.16600025,285
5.266279,284
5.36540633333333,283
5.46574266666667,283
5.566049,282
5.66623508333333,282
5.7663725,281
5.86657891666667,281
5.96568420833333,280
6.06580625,280
6.166052875,279
6.26637804166667,279
6.36658525,279
6.466013,279
6.56606958333333,279
6.66608016666667,278
6.76628383333333,278
6.86652091666667,278
6.96676908333333,277
7.065993375,277
7.16605379166667,277
7.26640870833333,276
7.36677216666667,276
7.46716475,276
7.56661125,276
7.66650875,275
7.76680866666667,275
7.86711020833333,269
7.96736991666667,266
8.06648220833333,265
8.16682820833333,265
8.26708091666667,265
8.367319375,265
8.46644745833333,265
8.56680120833333,265
8.667176875,265
8.76753175,264
8.86662229166667,264
8.96656329166667,264
9.06679066666667,264
9.16703995833333,264
9.267375,264
9.36772825,264
9.46682454166667,264
9.56687620833333,264
9.66727370833333,265
9.767267875,263
9.86743795833333,263
9.96654283333333,263
10.0667455,263
10.166925875,264
10.2672649583333,262
10.3671925,286
10.4675790833333,292
10.5679543333333,293
10.667104,293
10.7669733333333,293
10.8672078333333,293
10.9676258333333,294
11.0680994166667,295
11.1672394166667,296
11.2674460833333,297
11.367740625,297
11.4681358333333,297
